low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day
0.02,0.98,500,1.73,1.0,0.513,28.0,13.0,10.0,2.0,1.001138952164009,17910,0,16.0,247360,195.0,0.15,60850,9.0,520,0.05,1020,0.55,1.0,3.0,11.0,3.0,11.0,1.0,3.0,9.0,9.0,417.0,2000,5.0,0.0,0,6910,0.0,0,556.0,85.0,546.0,80.0,26.0,12.0,8.0,43.0,7.0,21.0,28.0,489.0,78.0,57.0,44.0,3.0,20.0,10.0,10.0,3.0,6.0,29.0,80.0,59.0,1.0,8.0,360.0,2600.0,74.0,10.0,11.0,4800.0,2230.0,7800.0,81.0,10.0,11.0,32400.0,8200.0,1.0,21.0
0.01,0.74,1000,0.92,0.82,0.45,23.0,26.0,25.0,4.0,1.0,14360,0,36.0,373320,209.0,0.25,44450,7.0,7200,0.05,1630,0.5,1.0,5.0,8.0,7.0,8.0,0.0,2.0,6.0,6.0,2.0,2350,8.0,0.0,6210,35880,0.0,1,1399.0,86.0,630.0,80.0,11.0,4.0,5.0,14.0,1.0,3.0,8.0,602.0,78.0,64.0,60.0,0.0,15.0,3.0,12.0,0.0,0.0,12.0,69.0,8.0,0.0,0.0,356.0,2000.0,76.0,12.0,13.0,3300.0,1750.0,18300.0,82.0,3.0,3.0,22800.0,18400.0,10.0,110.0
0.0,0.93,4000,0.0,1.0,0.708,24.0,11.0,9.0,2.0,1.0,29370,0,16.0,663150,281.0,0.1,105400,6.0,14410,0.05,1420,0.45,1.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,23.0,6710,7.0,0.0,3210,15920,0.0,1,563.0,82.0,528.0,77.0,29.0,17.0,8.0,43.0,6.0,25.0,35.0,462.0,76.0,117.0,106.0,8.0,32.0,12.0,20.0,0.0,1.0,45.0,141.0,47.0,2.0,0.0,357.0,2400.0,75.0,20.0,21.0,5200.0,2255.0,12200.0,77.0,12.0,14.0,26400.0,9225.0,19.0,73.0
0.01,0.92,600,0.54,1.0,0.555,23.0,15.0,9.0,3.0,1.0,17720,0,31.0,269630,280.0,0.15,69020,7.0,3440,0.05,1080,0.45,1.0,6.0,8.0,6.0,8.0,2.0,2.0,3.0,3.0,25.0,5500,5.0,1.0,1840,24840,0.0,0,1009.0,83.0,544.0,75.0,11.0,7.0,4.0,14.0,3.0,6.0,9.0,510.0,76.0,38.0,36.0,4.0,14.0,7.0,7.0,0.0,2.0,11.0,34.0,4.0,1.0,0.0,356.0,1800.0,72.0,7.0,8.0,3300.0,1600.0,9300.0,82.0,7.0,8.0,13800.0,5985.0,20.0,32.0
0.04,0.96,100,2.67,0.87,0.638,22.0,29.0,13.0,2.0,1.0,1410,0,26.0,112660,348.0,0.4,29900,7.0,7330,0.1,760,0.6,1.0,7.0,7.0,7.0,10.0,2.0,0.0,4.0,4.0,142.0,2570,6.0,0.0,0,1230,0.0,0,984.0,82.0,543.0,80.0,12.0,9.0,3.0,23.0,7.0,22.0,22.0,509.0,72.0,40.0,36.0,2.0,13.0,5.0,8.0,0.0,2.0,15.0,49.0,23.0,2.0,1.0,285.0,1900.0,70.0,8.0,11.0,2500.0,1362.0,8000.0,79.0,5.0,5.0,12000.0,6440.0,5.0,33.0
0.01,0.93,10000,1.07,0.88,0.45,18.0,29.0,21.0,2.0,1.001138952164009,4640,0,29.0,389720,237.0,0.65,80020,8.0,4490,0.4,1250,0.5,1.0,6.0,29.0,0.0,29.0,0.0,2.0,7.0,7.0,189.0,950,27.0,0.0,950,41820,0.0,0,1077.0,84.0,552.0,77.0,11.0,8.0,3.0,17.0,0.0,9.0,10.0,465.0,77.0,39.0,30.0,2.0,18.0,5.0,13.0,1.0,3.0,8.0,34.0,14.0,0.0,1.0,352.0,2300.0,77.0,13.0,13.0,3600.0,1923.0,48500.0,79.0,5.0,6.0,78000.0,19460.0,28.0,18.0
0.02,0.78,11800,0.29,1.0,0.38799999999999996,22.0,31.0,17.0,3.0,1.0,13810,0,14.0,216060,144.0,0.25,54990,5.0,8810,0.05,1180,0.5,1.0,6.0,7.0,6.0,7.0,1.0,3.0,4.0,4.0,33961.0,3130,5.0,0.0,460,11420,0.0,1,489.0,82.0,547.0,71.0,10.0,4.0,5.0,11.0,4.0,6.0,7.0,509.0,76.0,43.0,36.0,4.0,12.0,5.0,7.0,1.0,2.0,21.0,49.0,33.0,1.0,0.0,355.0,1700.0,74.0,7.0,8.0,2200.0,1300.0,11200.0,80.0,5.0,5.0,16800.0,7620.0,2.0,15.0
0.01,0.81,0,0.36,0.56,0.316,15.0,28.0,14.0,3.0,1.001138952164009,8270,0,20.0,119530,150.0,0.3,16320,8.0,12900,0.2,1600,0.45,3.0,11.0,28.0,11.0,28.0,0.0,0.0,3.0,3.0,39.0,3990,4.0,0.0,1790,22890,0.0,0,1165.0,82.0,651.0,79.0,11.0,6.0,2.0,15.0,5.0,11.0,14.0,630.0,77.0,19.0,19.0,0.0,9.0,5.0,4.0,0.0,1.0,10.0,33.0,2.0,0.0,0.0,354.0,3000.0,71.0,4.0,5.0,6500.0,2525.0,4100.0,80.0,5.0,5.0,6900.0,3660.0,3.0,88.0
0.02,0.98,0,0.73,0.49,0.319,19.0,19.0,16.0,2.0,1.001138952164009,14430,0,18.0,188380,122.0,0.35,35380,6.0,5310,0.2,1200,0.5,1.0,8.0,19.0,15.0,19.0,0.0,5.0,6.0,6.0,0.0,1610,9.0,0.0,1920,19100,0.0,1,1188.0,82.0,549.0,82.0,9.0,5.0,3.0,11.0,0.0,5.0,8.0,489.0,76.0,48.0,44.0,3.0,16.0,6.0,10.0,0.0,0.0,13.0,49.0,15.0,0.0,0.0,336.0,2600.0,75.0,10.0,11.0,4200.0,2370.0,14500.0,82.0,6.0,7.0,40800.0,15366.0,50.0,110.0
0.02,0.98,0,0.82,0.76,0.527,19.0,10.0,8.0,2.0,1.001138952164009,30250,0,19.0,314120,207.0,0.3,60240,8.0,7490,0.05,960,0.55,3.0,9.0,10.0,9.0,10.0,1.0,5.0,15.0,15.0,18.0,1490,10.0,0.0,1320,23620,0.0,1,828.0,85.0,603.0,75.0,24.0,15.0,9.0,29.0,8.0,14.0,19.0,547.0,76.0,63.0,50.0,2.0,25.0,6.0,19.0,2.0,4.0,35.0,66.0,27.0,2.0,0.0,338.0,2000.0,76.0,19.0,21.0,2900.0,1726.0,6800.0,78.0,6.0,6.0,18000.0,6850.0,2.0,7.0
0.01,0.78,300,1.05,0.91,0.588,21.0,19.0,10.0,3.0,1.0,23880,0,30.0,527440,370.0,0.4,50680,8.0,2350,0.15,1360,0.5,1.0,13.0,19.0,13.0,19.0,1.0,3.0,6.0,6.0,0.0,1070,6.0,0.0,720,23990,0.0,0,1080.0,90.0,537.0,71.0,23.0,10.0,10.0,29.0,5.0,11.0,21.0,475.0,75.0,117.0,92.0,8.0,35.0,11.0,24.0,2.0,4.0,45.0,125.0,58.0,2.0,7.0,360.0,1700.0,73.0,24.0,24.0,6000.0,1708.0,13300.0,80.0,11.0,13.0,19200.0,10527.0,4.0,16.0
0.0,0.9,200,0.42,0.57,0.525,16.0,15.0,8.0,2.0,1.0,72120,0,17.0,187810,227.0,0.3,21090,7.0,47380,0.15,1860,0.4,1.0,4.0,15.0,4.0,15.0,0.0,1.0,2.0,2.0,6212.0,4750,3.0,0.0,510,19590,0.0,0,967.0,82.0,609.0,74.0,14.0,7.0,4.0,17.0,9.0,10.0,13.0,581.0,74.0,47.0,45.0,1.0,18.0,5.0,13.0,2.0,5.0,17.0,50.0,5.0,2.0,0.0,318.0,2200.0,72.0,13.0,14.0,3200.0,1707.0,16000.0,81.0,5.0,6.0,20400.0,14400.0,-1.0,3.0
0.02,0.86,500,7.3,0.38,0.561,19.0,10.0,8.0,2.0,1.001138952164009,25100,0,22.0,321380,241.0,0.25,54250,7.0,6870,0.1,1230,0.5,1.0,10.0,10.0,10.0,10.0,0.0,3.0,10.0,10.0,823916.0,3260,6.0,0.0,4600,29450,0.0,1,1833.0,82.0,545.0,74.0,23.0,9.0,8.0,35.0,14.0,23.0,28.0,503.0,74.0,82.0,68.0,9.0,27.0,6.0,21.0,2.0,10.0,34.0,91.0,57.0,2.0,1.0,356.0,2200.0,73.0,21.0,22.0,5800.0,1733.0,6000.0,78.0,6.0,6.0,13800.0,6350.0,7.0,10.0
0.03,0.85,1500,0.65,0.57,0.26899999999999996,13.0,30.0,25.0,3.0,1.0,2060,0,23.0,46260,117.0,0.8,3450,7.0,2190,1.0,780,0.6,2.0,0.0,30.0,0.0,32.0,0.0,1.0,3.0,3.0,0.0,340,2.0,0.0,0,0,0.0,0,1278.0,82.0,543.0,73.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,504.0,72.0,18.0,15.0,1.0,9.0,4.0,5.0,0.0,3.0,7.0,18.0,4.0,0.0,0.0,308.0,1300.0,71.0,5.0,5.0,2300.0,1300.0,2900.0,73.0,4.0,4.0,3300.0,1925.0,12.0,45.0
0.0,0.77,15300,1.08,1.0,0.447,20.0,17.0,10.0,2.0,1.001138952164009,56240,0,16.0,236140,173.0,0.1,61550,6.0,32580,0.3,2280,0.4,1.0,17.0,17.0,17.0,17.0,0.0,1.0,1.0,1.0,0.0,20410,3.0,0.0,0,23890,0.0,0,559.0,82.0,547.0,75.0,11.0,4.0,4.0,14.0,7.0,10.0,10.0,507.0,76.0,22.0,22.0,2.0,9.0,2.0,7.0,0.0,2.0,8.0,25.0,1.0,0.0,0.0,352.0,2100.0,75.0,7.0,9.0,6300.0,2085.0,6600.0,82.0,2.0,2.0,8400.0,7200.0,5.0,39.0
0.01,0.99,1200,7.48,0.71,0.363,12.0,24.0,16.0,3.0,1.0,15870,0,24.0,180330,186.0,0.3,32700,8.0,6440,0.05,820,0.55,1.0,2.0,24.0,2.0,24.0,0.0,1.0,2.0,2.0,196470.0,2200,4.0,0.0,100,10800,0.0,0,1092.0,83.0,563.0,78.0,10.0,6.0,4.0,15.0,1.0,4.0,14.0,548.0,76.0,48.0,35.0,1.0,22.0,9.0,13.0,1.0,5.0,24.0,86.0,33.0,1.0,1.0,350.0,2000.0,72.0,13.0,14.0,4700.0,1776.0,6900.0,80.0,9.0,11.0,13200.0,6300.0,21.0,19.0
0.0,1.0,800,0.79,0.51,0.597,19.0,18.0,18.0,2.0,1.0,11870,0,22.0,576860,279.0,0.3,69590,6.0,12400,0.1,1320,0.45,1.0,9.0,18.0,9.0,18.0,0.0,1.0,4.0,4.0,25.0,2490,15.0,0.0,0,18620,0.0,0,1408.0,82.0,541.0,75.0,10.0,5.0,4.0,12.0,1.0,2.0,3.0,507.0,76.0,70.0,69.0,1.0,27.0,6.0,21.0,0.0,2.0,22.0,82.0,12.0,0.0,0.0,352.0,2300.0,76.0,21.0,22.0,5000.0,2000.0,8200.0,81.0,6.0,7.0,10800.0,6766.0,29.0,59.0
0.01,0.72,500,3.28,0.94,0.461,26.0,17.0,16.0,4.0,1.0,27870,0,15.0,465620,173.0,0.25,68280,6.0,1560,0.2,2420,0.3,1.0,9.0,9.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,3910,4.0,0.0,0,74510,0.0,0,550.0,83.0,545.0,76.0,9.0,4.0,3.0,13.0,5.0,11.0,11.0,512.0,71.0,29.0,27.0,1.0,12.0,5.0,7.0,0.0,1.0,8.0,43.0,3.0,1.0,0.0,360.0,3800.0,71.0,7.0,7.0,8500.0,2557.0,7400.0,73.0,5.0,7.0,14400.0,7320.0,9.0,59.0
0.05,0.95,800,0.57,0.67,0.18600000000000003,17.0,54.0,25.0,3.0,1.001138952164009,8870,0,34.0,42400,127.0,0.45,8820,6.0,2620,0.15,610,0.65,1.0,6.0,54.0,6.0,54.0,0.6423290203327172,1.0,7.0,7.0,47855.0,1320,2.0,0.0,1400,4170,0.0,0,1619.0,91.0,631.0,71.0,12.0,8.0,3.0,16.0,5.0,12.0,13.0,606.0,71.0,5.0,3.0,0.0,4.0,2.0,2.0,0.0,1.0,2.0,4.0,6.0,0.0,0.0,284.0,1700.0,74.0,2.0,2.0,1700.0,1650.0,5800.0,65.0,2.0,2.0,6000.0,5400.0,7.0,57.0
0.01,0.97,4000,0.71,0.77,0.708,27.0,8.0,7.0,3.0,1.0,46570,0,30.0,785500,341.0,0.2,82980,7.0,22070,0.05,1290,0.5,1.0,6.0,8.0,6.0,8.0,1.0,7.0,7.0,7.0,274.0,2420,18.0,0.0,600,53360,0.0,1,1290.0,83.0,550.0,78.0,18.0,11.0,6.0,24.0,0.0,2.0,14.0,491.0,75.0,75.0,68.0,3.0,29.0,11.0,18.0,0.0,5.0,37.0,90.0,37.0,0.0,5.0,353.0,2000.0,72.0,18.0,18.0,4700.0,1755.0,9000.0,80.0,11.0,13.0,20400.0,7309.0,61.0,36.0
0.01,0.75,0,0.6,1.0,0.304,17.0,12.0,10.0,1.0,1.001138952164009,17980,0,7.0,192640,64.0,1.0,23920,4.0,10910,1.0,1750,0.4,1.0,0.0,11.0,0.0,11.0,0.0,0.0,5.0,5.0,0.0,0,9.0,0.0,0,13180,0.0,0,326.0,146.0,531.0,77.0,24.0,15.0,7.0,36.0,2.0,17.0,26.0,494.0,74.0,36.0,35.0,3.0,19.0,5.0,14.0,0.0,0.0,14.0,47.0,5.0,0.0,0.0,326.0,1800.0,74.0,14.0,14.0,3000.0,1514.0,4300.0,75.0,5.0,5.0,7200.0,3580.0,27.0,132.0
0.01,0.99,0,0.97,0.92,0.306,15.0,22.0,52.0,2.0,1.001138952164009,13840,0,11.0,125860,101.0,0.5,34740,7.0,3600,0.3,1030,0.55,3.0,6.0,18.0,6.0,18.0,0.0,2.0,15.0,15.0,0.0,810,4.0,0.0,0,14730,0.0,0,423.0,87.0,640.0,75.0,15.0,6.0,7.0,16.0,2.0,7.0,10.0,617.0,77.0,41.0,32.0,0.0,21.0,5.0,16.0,1.0,2.0,18.0,33.0,18.0,0.0,3.0,357.0,1400.0,76.0,16.0,17.0,2300.0,1306.0,4200.0,82.0,5.0,5.0,9600.0,4680.0,1.0,11.0
0.01,0.94,3400,0.29,0.73,0.397,18.0,20.0,12.0,3.0,1.0,17800,0,27.0,194640,164.0,0.25,37710,6.0,8450,0.1,1110,0.5,1.0,5.0,9.0,5.0,9.0,0.0,0.0,1.0,2.0,342466.0,3130,5.0,0.0,3860,23740,0.0,0,1195.0,83.0,526.0,70.0,8.0,3.0,4.0,9.0,1.0,3.0,4.0,492.0,78.0,16.0,16.0,1.0,9.0,4.0,5.0,0.0,0.0,5.0,27.0,3.0,0.0,0.0,354.0,1700.0,75.0,5.0,5.0,2300.0,1460.0,8400.0,81.0,4.0,4.0,19200.0,9250.0,26.0,138.0
0.04,0.96,1000,4.66,1.0,0.43,19.0,16.0,11.0,3.0,1.001138952164009,8570,0,21.0,123830,241.0,0.4,15110,7.0,6180,0.15,570,0.65,1.0,11.0,11.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,1810,3.0,0.0,0,14110,0.0,0,699.0,83.0,645.0,78.0,11.0,5.0,3.0,18.0,5.0,10.0,15.0,626.0,77.0,22.0,20.0,0.0,12.0,9.0,3.0,0.0,1.0,10.0,41.0,4.0,4.0,0.0,353.0,3300.0,73.0,3.0,3.0,3800.0,2433.0,3900.0,80.0,9.0,10.0,11400.0,4433.0,23.0,78.0
0.01,0.99,2000,0.88,0.83,0.258,17.0,25.0,25.0,3.0,1.0,12150,0,25.0,175380,147.0,0.7,19780,7.0,1760,0.65,1440,0.5,1.0,13.0,21.0,13.0,21.0,0.0,0.0,2.0,2.0,0.0,670,3.0,0.0,0,25760,0.0,0,972.0,82.0,530.0,79.0,5.0,1.0,2.0,6.0,4.0,5.0,5.0,495.0,74.0,32.0,30.0,2.0,11.0,3.0,8.0,0.0,0.0,6.0,34.0,10.0,0.0,0.0,341.0,2400.0,73.0,8.0,8.0,4300.0,1950.0,15900.0,81.0,3.0,3.0,22200.0,13600.0,24.0,140.0
0.06,0.94,0,1.18,0.5,0.486,15.0,25.0,13.0,3.0,1.001138952164009,13710,0,20.0,83700,196.0,0.35,20630,7.0,150,0.05,270,0.8,1.0,7.0,25.0,7.0,25.0,0.0,0.0,3.0,3.0,9808.0,1820,8.0,0.0,640,6900,0.0,0,1269.0,83.0,526.0,73.0,8.0,2.0,3.0,11.0,5.0,7.0,8.0,494.0,75.0,26.0,24.0,1.0,10.0,7.0,3.0,0.0,1.0,15.0,54.0,10.0,2.0,0.0,337.0,2500.0,72.0,3.0,3.0,3200.0,2300.0,9000.0,77.0,7.0,8.0,19800.0,7028.0,23.0,72.0
0.02,0.98,1000,0.48,1.0,0.166,16.0,37.0,36.0,2.0,1.001138952164009,11910,0,28.0,74880,105.0,0.6,8470,8.0,2520,0.65,700,0.65,1.0,0.0,37.0,0.0,37.0,0.0,2.0,8.0,8.0,187.0,1360,9.0,0.0,0,3780,0.0,1,904.0,82.0,526.0,79.0,9.0,5.0,1.0,10.0,4.0,8.0,9.0,484.0,76.0,13.0,9.0,3.0,10.0,3.0,7.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,319.0,1500.0,77.0,7.0,7.0,2300.0,1357.0,3600.0,65.0,3.0,3.0,4500.0,2433.0,8.0,206.0
0.01,0.99,1000,308.3,0.57,0.525,21.0,14.0,14.0,4.0,1.0,12240,0,35.0,279210,287.0,0.5,39440,7.0,440,0.2,1210,0.5,3.0,11.0,11.0,11.0,15.0,0.0,1.0,3.0,3.0,0.0,990,5.0,0.0,360,13350,0.0,0,1933.0,83.0,646.0,75.0,23.0,9.0,13.0,29.0,4.0,9.0,15.0,615.0,76.0,30.0,28.0,0.0,10.0,3.0,7.0,1.0,2.0,10.0,31.0,11.0,0.0,5.0,349.0,1600.0,75.0,7.0,8.0,2300.0,1400.0,3400.0,83.0,3.0,3.0,11400.0,7100.0,10.0,-2.0
0.01,0.99,0,0.97,0.87,0.475,18.0,22.0,13.0,2.0,1.001138952164009,20470,0,13.0,403770,172.0,0.35,63100,8.0,4560,0.1,1190,0.5,1.0,6.0,13.0,6.0,13.0,0.0,1.0,9.0,9.0,0.0,1610,18.0,0.0,1610,23380,0.0,0,520.0,82.0,527.0,77.0,13.0,5.0,6.0,19.0,0.0,0.0,7.0,482.0,76.0,88.0,83.0,7.0,28.0,8.0,20.0,0.0,4.0,38.0,105.0,40.0,1.0,0.0,355.0,2300.0,75.0,20.0,21.0,5000.0,2110.0,6300.0,73.0,8.0,9.0,18000.0,5850.0,165.0,42.0
0.0,0.77,0,2.48,0.64,0.22699999999999998,16.0,26.0,22.0,2.0,1.001138952164009,16990,0,21.0,177860,112.0,0.25,23860,8.0,4180,0.15,1430,0.45,1.0,4.0,26.0,4.0,26.0,0.0,1.0,3.0,4.0,2578.0,8020,10.0,0.0,0,15010,0.0,0,1071.0,86.0,553.0,74.0,7.0,5.0,0.0,8.0,5.0,7.0,8.0,484.0,76.0,22.0,22.0,2.0,8.0,2.0,6.0,0.0,1.0,6.0,29.0,5.0,0.0,0.0,356.0,2100.0,76.0,6.0,6.0,3700.0,1950.0,4800.0,76.0,2.0,2.0,4800.0,4800.0,2.0,65.0
0.0,0.97,0,2.68,0.42,0.516,19.0,19.0,13.0,3.0,1.001138952164009,1050,0,27.0,391610,264.0,0.45,40160,5.0,1580,0.3,1340,0.45,1.0,6.0,19.0,6.0,19.0,0.0,1.0,4.0,6.0,44.0,2030,6.0,0.0,580,15880,0.0,0,2014.0,88.0,532.0,77.0,17.0,10.0,5.0,28.0,6.0,11.0,18.0,494.0,74.0,54.0,47.0,6.0,20.0,7.0,13.0,0.0,0.0,11.0,59.0,26.0,0.0,0.0,360.0,2100.0,72.0,13.0,14.0,2800.0,1938.0,11900.0,78.0,7.0,7.0,19800.0,11442.0,-2.0,120.0
0.14,0.86,0,0.24,0.75,0.39399999999999996,20.0,14.0,12.0,3.0,1.001138952164009,14610,0,40.0,92030,282.0,0.45,25600,7.0,610,0.05,360,0.75,1.0,11.0,11.0,11.0,11.0,0.0,2.0,2.0,2.0,77660.0,670,4.0,0.0,1450,2940,0.0,0,1672.0,85.0,641.0,77.0,5.0,3.0,2.0,6.0,1.0,4.0,5.0,617.0,78.0,17.0,16.0,0.0,7.0,4.0,3.0,0.0,1.0,13.0,62.0,4.0,0.0,0.0,298.0,1100.0,76.0,3.0,3.0,2300.0,1100.0,6200.0,78.0,4.0,5.0,7200.0,3100.0,26.0,51.0
0.02,0.98,0,0.29,0.97,0.37200000000000005,16.0,28.0,19.0,3.0,1.001138952164009,9710,0,29.0,147630,210.0,0.6,19480,7.0,1590,1.0,850,0.6,1.0,0.0,22.0,0.0,22.0,0.0,1.0,7.0,7.0,0.0,1200,9.0,0.0,0,4700,0.0,0,965.0,104.0,576.632584269663,75.99887640449438,11.97438202247191,6.02,3.7847191011235957,16.891235955056178,4.329438202247191,8.771910112359551,12.364269662921348,543.2059681400045,75.43863585371327,35.952210006730986,31.039937177473636,2.308952210006731,12.845411711913844,4.732331164460399,8.113080547453444,0.965896342831501,2.821853264527709,13.926856630020193,43.145613641462866,17.708548350908682,1.2243661655822302,1.3114202378281354,335.1599730760601,2089.2977339017275,71.99237155037021,8.113080547453444,8.685214269688132,3390.038142248149,1820.3578640341036,9187.00919901279,76.04262957146062,4.732331164460399,5.227507291900381,16153.690823423827,8007.6968813102985,24.112808988764044,55.18151222795603
0.0,1.0,300,11.62,1.0,0.311,19.0,55.0,24.0,3.0,1.001138952164009,1780,0,14.0,73090,119.0,0.55,9420,7.0,990,0.4,930,0.55,3.0,5.0,55.0,5.0,55.0,0.0,1.0,1.0,27.0,1399.0,1350,2.0,0.0,310,1440,0.0,0,498.0,84.0,626.0,86.0,7.0,2.0,2.0,9.0,1.0,1.0,3.0,588.0,72.0,31.0,30.0,0.0,5.0,1.0,4.0,0.0,0.0,6.0,31.0,3.0,0.0,0.0,273.0,2300.0,72.0,4.0,4.0,2900.0,2100.0,4200.0,75.0,1.0,1.0,4200.0,4200.0,26.0,143.0
0.01,0.99,300,21.34,1.0,0.11900000000000001,10.0,41.0,23.0,3.0,1.0,10670,0,7.0,42680,25.0,0.6,15360,4.0,290,0.4,1940,0.4,3.0,14.0,22.0,14.0,22.0,0.6423290203327172,1.0,1.0,1.0,0.0,670,2.0,0.0,110,8540,0.0,1,274.0,94.0,638.0,79.0,6.0,4.0,2.0,7.0,1.0,2.0,3.0,609.0,74.0,7.0,5.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,2.0,0.0,0.0,344.0,3000.0,75.0,2.0,2.0,4800.0,3500.0,2400.0,67.0,1.0,1.0,2400.0,2400.0,28.0,51.0
0.02,0.98,500,0.73,0.74,0.441,24.0,24.0,13.0,2.0,1.001138952164009,2350,0,25.0,147110,259.0,0.65,10230,5.0,11040,0.4,1040,0.55,3.0,24.0,24.0,24.0,24.0,0.0,3.0,3.0,3.0,0.0,690,3.0,0.0,110,4990,0.0,0,1113.0,82.0,545.0,74.0,9.0,6.0,3.0,10.0,5.0,6.0,8.0,511.0,74.0,11.0,8.0,1.0,8.0,4.0,4.0,1.0,1.0,4.0,8.0,6.0,1.0,0.0,356.0,2200.0,74.0,4.0,5.0,4100.0,2175.0,5900.0,76.0,4.0,5.0,15600.0,6975.0,6.0,14.0
0.0,0.95,500,1.21,1.0,0.315,18.0,25.0,20.0,3.0,1.001138952164009,13860,0,11.0,220280,104.0,0.45,64770,7.0,3310,0.65,2050,0.4,1.0,14.0,14.0,14.0,14.0,0.0,1.0,1.0,1.0,0.0,2620,8.0,0.0,2620,35380,0.0,0,432.0,85.0,596.0,80.0,6.0,4.0,1.0,7.0,0.0,2.0,4.0,565.0,73.0,56.0,56.0,2.0,11.0,1.0,10.0,6.0,10.0,27.0,58.0,0.0,6.0,0.0,349.0,3300.0,73.0,10.0,13.0,5000.0,3100.0,3000.0,65.0,1.0,1.0,3000.0,3000.0,43.0,2.0
0.01,0.99,0,1.93,0.83,0.18600000000000003,14.0,26.0,24.0,3.0,1.001138952164009,14180,0,44.0,59060,134.0,0.45,11070,7.0,650,0.2,700,0.5146666666666655,1.0,17.0,26.0,17.0,26.0,0.0,2.0,2.0,5.0,0.0,1050,4.0,0.0,0,8470,0.0,0,1667.0,83.0,648.0,73.0,12.0,5.0,0.0,14.0,8.0,11.0,12.0,620.0,78.0,21.0,20.0,0.0,8.0,4.0,4.0,1.0,1.0,8.0,24.0,2.0,1.0,0.0,335.0,2000.0,77.0,4.0,4.0,2700.0,1725.0,3300.0,82.0,4.0,5.0,7800.0,4125.0,11.0,1.0
0.02,0.98,200,0.64,1.0,0.07200000000000001,10.0,31.0,35.0,2.0,1.001138952164009,11940,0,12.0,15040,28.0,1.0,2050,7.0,380,1.0,560,0.6,1.0,0.0,31.0,0.0,31.0,0.6423290203327172,2.0,3.0,3.0,0.0,0,2.0,0.0,0,730,0.0,1,464.0,130.0,615.0,69.0,6.0,1.0,2.0,11.0,8.0,10.0,11.0,592.0,71.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,333.0,1000.0,65.0,2.0,2.0,1600.0,1050.0,4500.0,74.0,2.0,2.0,7200.0,4500.0,23.0,178.0
0.01,0.99,2000,5.07,0.7,0.408,19.0,13.0,9.0,3.0,1.001138952164009,1610,0,42.0,195920,236.0,0.25,29450,5.0,850,0.1,1170,0.5,1.0,6.0,11.0,8.0,11.0,0.0,1.0,2.0,3.0,1025.0,2400,3.0,0.0,3370,11220,0.0,0,1886.0,83.0,639.0,81.0,7.0,4.0,3.0,12.0,2.0,8.0,10.0,617.0,78.0,28.0,25.0,0.0,15.0,9.0,6.0,0.0,2.0,7.0,31.0,6.0,0.0,0.0,359.0,2500.0,76.0,6.0,7.0,3100.0,2016.0,5700.0,81.0,9.0,11.0,22800.0,7122.0,28.0,61.0
